Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 01-01-2020,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
06-03-2018,02 - 03,"41,55","37,39","41,55","37,39","41,55","37,39","41,55","37,39","41,55","37,39","41,55","37,39","41,55","37,39","41,55","37,39","41,55","37,39","41,55","37,39","41,55","37,39","41,55","37,39"
06-03-2018,03 - 04,"39,1","36,78","39,1","36,78","39,1","36,78","39,1","36,78","39,1","36,78","39,1","36,78","39,1","36,78","39,1","36,78","39,1","36,78","39,1","36,78","39,1","36,61","39,1","36,78"
06-03-2018,04 - 05,"37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,42","37,35","37,35","37,42","37,42"
06-03-2018,05 - 06,"39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","39,49","43,29","43,29","38,76","38,76","39,49","39,49"
06-03-2018,06 - 07,"50,77","45,7","50,77","45,7","50,77","45,77","50,77","45,77","50,77","45,7","50,77","45,77","50,77","45,77","50,77","45,77","50,77","45,77","51,28","51,28","50,77","46,5","50,77","45,77"
06-03-2018,07 - 08,"58,7","58,26","58,7","58,26","58,7","58,26","58,7","58,26","58,7","58,26","58,7","58,26","58,7","58,26","58,7","58,26","58,7","58,26","58,7","58,26","58,7","58,26","58,7","58,26"
06-03-2018,08 - 09,"65,45","65,19","65,45","65,19","65,45","65,19","65,45","65,19","65,45","65,19","65,45","65,19","65,45","65,19","65,45","65,19","65,45","65,19","65,45","65,19","65,45","65,19","65,45","65,19"
06-03-2018,09 - 10,"65,02",45,"65,02",45,"65,02",45,"65,02",45,"65,02",45,"65,02",45,"65,02",45,"65,02",45,"65,02",45,"65,02",45,"65,02",45,"65,02",45
06-03-2018,10 - 11,"63,28",39,"63,28",39,"63,28",39,"63,28",39,"63,28",39,"63,28",39,"63,28",39,"63,28",39,"63,28",39,"63,28",39,"63,28",39,"63,28",39
06-03-2018,11 - 12,"55,03",47,"55,03",47,"55,03",47,"55,03",47,"55,03",47,"55,03",47,"55,03",47,"55,03",47,"55,03",47,"55,27",47,"72,47","55,03","72,47","55,03"
06-03-2018,12 - 13,"75,98","52,39","75,98","52,39","52,39","52,39","52,39","52,39","75,98","52,39","52,39","52,39","52,39","52,39","75,98","52,39","75,98","52,39","75,98","52,39","75,98","52,39","75,98","52,39"
06-03-2018,13 - 14,"75,98","50,07","75,98","50,07","50,07","50,07","50,07","50,07","75,98","50,07","50,07","50,07","50,07","50,07","75,98","50,07","75,98","50,07","75,98","50,07","75,98","50,07","75,98","50,07"
06-03-2018,14 - 15,"66,49","48,98","66,49","48,98","48,98","48,98","48,98","48,98","66,49","48,98","48,98","48,98","48,98","48,98","66,49","48,98","66,49","48,98","66,49","49,86","66,49","48,98","66,49","48,98"
06-03-2018,15 - 16,"53,72","48,76","53,72","48,76","48,76","48,76","48,76","48,76","53,72","48,76","48,76","48,76","48,76","48,76","53,72","48,76","53,72","48,76","53,72","48,76","53,72","48,76","53,72","48,76"
06-03-2018,16 - 17,"49,2","38,9","49,2","38,9","49,2","38,9","49,2","38,9","49,2","38,9","49,2","38,9","49,2","38,9","49,2","38,9","49,2","38,9","49,2","38,9","49,2","38,9","49,2","38,9"
06-03-2018,17 - 18,"53,99","37,92","53,99","37,92","53,99","37,92","53,99","37,92","53,99","37,92","53,99","37,92","53,99","37,92","53,99","37,92","53,99","37,92","53,99","37,92","53,99","37,92","53,99","37,92"
06-03-2018,18 - 19,"59,24","37,92","59,24","37,92","59,24","37,92","59,24","37,92","59,24","37,92","59,24","37,92","59,24","37,92","59,24","37,92","59,24","37,92","59,24","37,92","59,24","37,92","59,24","37,92"
06-03-2018,19 - 20,"60,44","55,21","60,44","55,21","55,21","55,21","55,21","55,21","60,44","55,21","55,21","55,21","55,21","55,21","60,44","55,21","60,44","55,21","60,44","55,21","60,44","55,21","60,44","55,21"
06-03-2018,20 - 21,"54,02","45,99","54,02","45,99","45,99","45,99","45,99","45,99","54,02","45,99","45,99","45,99","45,99","45,99","54,02","45,99","54,02","45,99","54,02","45,99","54,02","45,99","54,02","45,99"
06-03-2018,21 - 22,45,"43,04",45,"43,04",45,"43,04",45,"43,04",45,"43,04",45,"43,04",45,"43,04",45,"43,04",45,"43,04",45,"43,04",45,"43,04",45,"43,04"
06-03-2018,22 - 23,"41,04","40,58","41,04","40,58","41,04","40,58","41,04","40,58","41,04","40,58","41,04","40,58","41,04","40,58","41,04","40,58","41,04","40,58","41,04","40,58","41,04","40,58","41,04","40,58"
06-03-2018,23 - 00,"39,6","38,6","39,6","38,6","39,6","38,6","39,6","38,6","39,6","38,6","39,6","38,6","39,6","38,6","39,6","38,6","39,6","38,6","39,6","38,6","39,6","38,6","39,6","38,6"
07-03-2018,00 - 01,"38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13","38,13"
07-03-2018,01 - 02,"37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66","37,66"
07-03-2018,02 - 03,"37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1","37,1"
07-03-2018,03 - 04,"36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91","36,91"
07-03-2018,04 - 05,"37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54"
07-03-2018,05 - 06,"39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88","39,88"
07-03-2018,06 - 07,"45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2","45,2"
07-03-2018,07 - 08,"54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51","54,51"
07-03-2018,08 - 09,"61,7","60,3","61,7","60,3","61,7","60,3","61,7","60,3","61,7","60,3","61,7","60,3","61,7","60,3","61,7","60,3","61,7","60,3","61,7","60,3","61,7","60,3","61,7","60,3"
07-03-2018,09 - 10,"61,29","58,56","61,29","58,56","61,29","58,56","61,29","58,56","61,29","58,56","61,29","58,56","61,29","58,56","61,29","58,56","61,29","58,56","61,29","58,56","61,29","58,56","61,29","58,56"
07-03-2018,10 - 11,"61,29","55,18","61,29","55,18","61,29","55,18","61,29","55,18","61,29","55,18","61,29","55,18","61,29","55,18","61,29","55,18","61,29","55,18","61,29","55,18","61,29","55,18","61,29","55,18"
07-03-2018,11 - 12,"61,29","54,78","61,29","54,78","61,29","54,78","61,29","54,78","61,29","54,78","61,29","54,78","61,29","54,78","61,29","54,78","61,29","54,78","61,29","54,78","61,29","54,78","61,29","54,78"
07-03-2018,12 - 13,"55,27","49,86","55,27","49,86","55,27","50,27","55,27","50,27","55,27","49,86","55,27","50,27","55,27","50,27","55,27","50,27","55,27","50,27","55,27","50,27","55,27","50,27","55,27","50,27"
07-03-2018,13 - 14,"47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82","47,82"
07-03-2018,14 - 15,"51,94","46,51","51,94","46,51","51,94","46,51","51,94","46,51","51,94","46,51","51,94","46,51","51,94","46,51","51,94","46,51","51,94","46,51","51,94","46,51","51,94","46,51","51,94","46,51"
07-03-2018,15 - 16,"55,58","46,75","55,58","46,75","55,58","46,75","55,58","46,75","55,58","46,75","55,58","46,75","55,58","46,75","55,58","46,75","55,58","46,75","55,58","46,75","55,58","46,75","55,58","46,75"
07-03-2018,16 - 17,"55,06","47,72","55,06","47,72","55,06","47,72","55,06","47,72","55,06","47,72","55,06","47,72","55,06","47,72","55,06","47,72","55,06","47,72","55,06","47,72","55,06","47,72","55,06","47,72"
07-03-2018,17 - 18,"53,5","51,98","53,5","51,98","53,7","53,7","53,7","53,7","53,5","51,98","53,7","53,7","53,7","53,7","53,7","53,7","53,7","53,7","53,7","53,7","53,7","53,7","53,7","53,7"
07-03-2018,18 - 19,"61,9","60,95","61,9","60,95","61,9","60,95","61,9","60,95","61,9","60,95","61,9","60,95","61,9","60,95","61,9","60,95","61,9","60,95","61,9","60,95","61,9","60,95","61,9","60,95"
07-03-2018,19 - 20,"65,96","56,9","65,96","56,9","65,96","56,9","65,96","56,9","65,96","56,9","65,96","56,9","65,96","56,9","65,96","56,9","65,96","56,9","65,96","56,9","65,96","56,9","65,96","56,9"
07-03-2018,20 - 21,"51,94","38,7","51,94","38,7","51,94","38,7","51,94","38,7","51,94","38,7","51,94","38,7","51,94","38,7","51,94","38,7","51,94","38,7","51,94","38,7","51,94","38,7","51,94","38,7"
07-03-2018,21 - 22,"42,26","36,36","42,26","36,36","42,26","36,36","42,26","36,36","42,26","36,36","42,26","36,36","42,26","36,36","42,26","36,36","42,26","36,36","42,26","36,36","42,26","36,36","42,26","36,36"
07-03-2018,22 - 23,"39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","39,79","40,48","40,48","39,79","39,79"
07-03-2018,23 - 00,"37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","37,29","36,6","36,6","37,29","37,29"
08-03-2018,00 - 01,40,"37,37",40,"37,37",40,"37,37",40,"37,37",40,"37,37",40,"37,37",40,"37,37",40,"37,37",40,"37,37",40,"37,37",40,"37,37",40,"37,37"
08-03-2018,01 - 02,39,"35,89",39,"35,89",39,"35,89",39,"35,89",39,"35,89",39,"35,89",39,"35,89",39,"35,89",39,"35,89",39,"35,89",39,"35,03",39,"35,89"
08-03-2018,02 - 03,39,"35,73",39,"35,73",39,"35,73",39,"35,73",39,"35,73",39,"35,73",39,"35,73",39,"35,73",39,"35,73",39,"35,73",39,"35,73",39,"35,73"
08-03-2018,03 - 04,"37,4","35,63","37,4","35,63","37,4","35,63","37,4","35,63","37,4","35,63","37,4","35,63","37,4","35,63","37,4","35,63","37,4","35,63","37,4","35,63","37,4","35,63","37,4","35,63"
08-03-2018,04 - 05,"36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09","36,09"
08-03-2018,05 - 06,"36,97",34,"36,97",34,"36,97",34,"36,97",34,"36,97",34,"36,97",34,"36,97",34,"36,97",34,"36,97",34,"36,97",34,"35,64",34,"36,97",34
08-03-2018,06 - 07,"40,15","36,15","40,15","36,15","40,54","36,15","40,54","36,15","40,15","36,15","40,54","36,15","40,54","36,15","40,54","36,15","40,54","36,15","40,54","36,15","41,47","36,15","40,54","36,15"
08-03-2018,07 - 08,"46,2","38,7","46,2","38,7","46,2","38,7","46,2","38,7","46,2","38,7","46,2","38,7","46,2","38,7","46,2","38,7","46,2","38,7","46,2","38,7","46,2","38,7","46,2","38,7"
08-03-2018,08 - 09,"46,96","40,07","46,96","40,07","46,96","40,07","46,96","40,07","46,96","40,07","46,96","40,07","46,96","40,07","46,96","40,07","46,96","40,07","46,96","40,07","46,96","40,07","46,96","40,07"
08-03-2018,09 - 10,"44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91","44,91"
08-03-2018,10 - 11,"43,38","42,4","43,38","42,4","43,38","42,4","43,38","42,4","43,38","42,4","43,38","42,4","43,38","42,4","43,38","42,4","43,38","42,4","43,38","42,4","43,38","42,4","43,38","42,4"
08-03-2018,11 - 12,"43,38","41,51","43,38","41,51","43,38","41,51","43,38","41,51","43,38","41,51","43,38","41,51","43,38","41,51","43,38","41,51","43,38","41,51","43,38","41,51","43,38","41,51","43,38","41,51"
08-03-2018,12 - 13,"46,48","40,46","46,48","40,46","46,48","40,89","46,48","40,89","46,48","40,46","46,48","40,89","46,48","40,89","46,48","40,89","46,48","40,89","46,48","40,89","46,48","40,46","46,48","40,89"
08-03-2018,13 - 14,"46,48","40,34","46,48","40,34","46,48","40,34","46,48","40,34","46,48","40,34","46,48","40,34","46,48","40,34","46,48","40,34","46,48","40,34","46,48","40,34","46,48","40,34","46,48","40,34"
08-03-2018,14 - 15,44,"39,51",44,"39,51",44,"39,51",44,"39,51",44,"39,51",44,"39,51",44,"39,51",44,"39,51",44,"39,51",44,"39,51",44,"39,51",44,"39,51"
08-03-2018,15 - 16,"39,74","39,47","39,74","39,47","39,74","39,47","39,74","39,47","39,74","39,47","39,74","39,47","39,74","39,47","39,74","39,47","39,74","39,47","39,74","39,47","39,74","39,47","39,74","39,47"
08-03-2018,16 - 17,"40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51","40,51"
08-03-2018,17 - 18,"42,99","36,65","42,99","36,65","42,99","36,65","42,99","36,65","42,99","36,65","42,99","36,65","42,99","36,65","42,99","36,65","42,99","36,65","42,99","36,65","42,99","36,65","42,99","36,65"
08-03-2018,18 - 19,"47,66","36,65","47,66","36,65","47,66","36,65","47,66","36,65","47,66","36,65","47,66","36,65","47,66","36,65","47,66","36,65","47,66","36,65","47,66","36,65","47,66","36,65","47,66","36,65"
08-03-2018,19 - 20,"44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","44,21","45,3","45,3","44,21","44,21"
08-03-2018,20 - 21,"38,8","36,15","38,8","36,15","38,8","36,15","38,8","36,15","38,8","36,15","38,8","36,15","38,8","36,15","38,8","36,15","38,8","36,15","38,8","36,15","37,71","36,15","38,8","36,15"
08-03-2018,21 - 22,"37,73","36,16","37,73","36,16","37,73","36,16","37,73","36,16","37,73","36,16","37,73","36,16","37,73","36,16","37,73","36,16","37,73","36,16","37,73","36,16","37,73","36,16","37,73","36,16"
08-03-2018,22 - 23,"36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52","36,52"
08-03-2018,23 - 00,"35,57","34,2","35,57","34,2","35,57","34,2","35,57","34,2","35,57","34,2","35,57","34,2","35,57","34,2","35,57","34,2","35,57","34,2","35,57","34,2","35,57","34,2","35,57","34,2"
09-03-2018,00 - 01,"35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77","35,77"
09-03-2018,01 - 02,"37,25","35,33","37,25","35,33","37,25","35,33","37,25","35,33","37,25","35,33","37,25","35,33","37,25","35,33","37,25","35,33","37,25","35,33","37,25","35,33","37,25","35,33","37,25","35,33"
09-03-2018,02 - 03,"37,14","34,99","37,14","34,99","37,14","34,99","37,14","34,99","37,14","34,99","37,14","34,99","37,14","34,99","37,14","34,99","37,14","34,99","37,14","34,99","37,14","34,99","37,14","34,99"
09-03-2018,03 - 04,"36,83","34,99","36,83","34,99","36,83","34,99","36,83","34,99","36,83","34,99","36,83","34,99","36,83","34,99","36,83","34,99","36,83","34,99","36,83","34,99","36,83","34,99","36,83","34,99"
09-03-2018,04 - 05,"35,55",32,"35,55",32,"35,55",32,"35,55",32,"35,55",32,"35,55",32,"35,55",32,"35,55",32,"35,55",32,"35,55",32,"35,55",32,"35,55",32
09-03-2018,05 - 06,"36,4",32,"36,4",32,"36,4",32,"36,4",32,"36,4",32,"36,4",32,"36,4",32,"36,4",32,"36,4",32,"36,4",32,"36,4",32,"36,4",32
09-03-2018,06 - 07,"38,14","34,2","38,14","34,2","38,14","34,2","38,14","34,2","38,14","34,2","38,14","34,2","38,14","34,2","38,14","34,2","38,14","34,2","38,14","34,2","38,14","34,2","38,14","34,2"
09-03-2018,07 - 08,"41,98","39,8","41,98","39,8","41,98","39,8","41,98","39,8","41,98","39,8","41,98","39,8","41,98","39,8","41,98","39,8","41,98","39,8","41,98","39,8","41,98","39,8","41,98","39,8"
09-03-2018,08 - 09,"43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93"
09-03-2018,09 - 10,"42,7","41,94","42,7","41,94","42,7","41,94","42,7","41,94","42,7","41,94","42,7","41,94","42,7","41,94","42,7","41,94","42,7","41,94","42,7","41,94","42,7","41,94","42,7","41,94"
09-03-2018,10 - 11,"42,21","40,69","42,21","40,69","42,21","40,69","42,21","40,69","42,21","40,69","42,21","40,69","42,21","40,69","42,21","40,69","42,21","40,69","42,21","40,69","42,21","40,69","42,21","40,69"
09-03-2018,11 - 12,"39,94","39,81","39,94","39,81","39,94","39,81","39,94","39,81","39,94","39,81","39,94","39,81","39,94","39,81","39,94","39,81","39,94","39,81","39,94","39,81","39,94","39,81","39,94","39,81"
09-03-2018,12 - 13,"39,12","38,51","39,12","38,51","39,12","38,51","39,12","38,51","39,12","38,51","39,12","38,51","39,12","38,51","39,12","38,51","39,12","38,51","39,12","38,51","39,12","38,51","39,12","38,51"
09-03-2018,13 - 14,"40,15","39,72","40,15","39,72","40,15","39,72","40,15","39,72","40,15","39,72","40,15","39,72","40,15","39,72","40,15","39,72","40,15","39,72","40,15","39,72","40,15","39,72","40,15","39,72"
09-03-2018,14 - 15,"40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38","40,38"
09-03-2018,15 - 16,"44,27","40,84","44,27","40,84","44,27","40,84","44,27","40,84","44,27","40,84","44,27","40,84","44,27","40,84","44,27","40,84","44,27","40,84","44,27","40,84","44,27","40,84","44,27","40,84"
09-03-2018,16 - 17,"44,27","41,56","44,27","41,56","44,27","41,56","44,27","41,56","44,27","41,56","44,27","41,56","44,27","41,56","44,27","41,56","44,27","41,56","44,27","41,56","44,27","41,56","44,27","41,56"
09-03-2018,17 - 18,50,"45,03",50,"45,03",50,"45,03",50,"45,03",50,"45,03",50,"45,03",50,"45,03",50,"45,03",50,"45,03",50,"45,03",50,"45,03",50,"45,03"
09-03-2018,18 - 19,"56,62","54,01","56,62","54,01","56,62","54,01","56,62","54,01","56,62","54,01","56,62","54,01","56,62","54,01","56,62","54,01","56,62","54,01","56,62","54,01","56,62","54,01","56,62","54,01"
09-03-2018,19 - 20,53,"46,22",53,"46,22",53,"46,22",53,"46,22",53,"46,22",53,"46,22",53,"46,22",53,"46,22",53,"46,22",53,"46,22",53,"46,22",53,"46,22"
09-03-2018,20 - 21,"46,33","42,19","46,33","42,19","46,33","42,19","46,33","42,19","46,33","42,19","46,33","42,19","46,33","42,19","46,33","42,19","47,71","47,71","46,33","42,19","46,33","42,19","47,71","47,71"
09-03-2018,21 - 22,"44,78","41,42","44,78","41,42","44,78","41,42","44,78","41,42","44,78","41,42","44,78","41,42","44,78","41,42","44,78","41,42","44,78","41,42","44,78","41,42","44,78","41,42","44,78","41,42"
09-03-2018,22 - 23,42,"39,76",42,"39,76",42,"39,76",42,"39,76",42,"39,76",42,"39,76",42,"39,76",42,"39,76",42,"39,76",42,"39,76",42,"39,76",42,"39,76"
09-03-2018,23 - 00,"41,18","37,9","41,18","37,9","41,18","37,9","41,18","37,9","41,18","37,9","41,18","37,9","41,18","37,9","41,18","37,9","41,18","37,9","41,18","37,9","41,18","37,9","41,18","37,9"
10-03-2018,00 - 01,41,"37,88",41,"37,88",41,"37,88",41,"37,88",41,"37,88",41,"37,88",41,"37,88",41,"37,88",41,"37,88",41,"37,88",41,"33,1",41,"37,88"
10-03-2018,01 - 02,"36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","36,84","31,29","31,29","36,84","36,84"
10-03-2018,02 - 03,"36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","36,44","30,85","30,85","36,44","36,44"
10-03-2018,03 - 04,"36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04","36,04"
10-03-2018,04 - 05,"36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27","36,27"
10-03-2018,05 - 06,"37,5","36,51","37,5","36,51","37,5","36,51","37,5","36,51","37,5","36,51","37,5","36,51","37,5","36,51","37,5","36,51","37,5","36,51","37,5","36,51","37,5","36,51","37,5","36,51"
10-03-2018,06 - 07,"37,38","36,72","37,38","36,72","37,38","36,72","37,38","36,72","37,38","36,72","37,38","36,72","37,38","36,72","37,38","36,72","37,38","36,72","37,38","36,72","37,38","36,72","37,38","36,72"
10-03-2018,07 - 08,"38,06","37,25","38,06","37,25","38,06","37,25","38,06","37,25","38,06","37,25","38,06","37,25","38,06","37,25","38,06","37,25","38,06","37,25","38,06","37,25","38,06","37,25","38,06","37,25"
10-03-2018,08 - 09,"37,69","37,56","37,69","37,56","37,69","37,56","37,69","37,56","37,69","37,56","37,69","37,56","37,69","37,56","37,69","37,56","37,69","37,56","37,69","37,56","37,69","37,56","37,69","37,56"
10-03-2018,09 - 10,"38,02","37,89","38,02","37,89","38,02","37,89","38,02","37,89","38,02","37,89","38,02","37,89","38,02","37,89","38,02","37,89","38,02","37,89","38,02","37,89","38,02","37,89","38,02","37,89"
10-03-2018,10 - 11,"37,79","37,66","37,79","37,66","37,79","37,66","37,79","37,66","37,79","37,66","37,79","37,66","37,79","37,66","37,79","37,66","37,79","37,66","37,79","37,66","37,79","37,66","37,79","37,66"
10-03-2018,11 - 12,"37,52","37,39","37,52","37,39","37,52","37,39","37,52","37,39","37,52","37,39","37,52","37,39","37,52","37,39","37,52","37,39","37,52","37,39","37,52","37,39","37,52","37,39","37,52","37,39"
10-03-2018,12 - 13,"37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","37,03","36,6","3,6","37,03","37,03"
10-03-2018,13 - 14,"39,62","36,59","39,62","36,59","39,62","36,59","39,62","36,59","39,62","36,59","39,62","36,59","39,62","36,59","39,62","36,59","39,62","36,59","39,62","36,59","35,64","16,15","39,62","36,59"
10-03-2018,14 - 15,"39,62","36,36","39,62","36,36","39,62","36,36","39,62","36,36","39,62","36,36","39,62","36,36","39,62","36,36","39,62","36,36","39,62","36,36","39,62","36,36","34,01","16,15","39,62","36,36"
10-03-2018,15 - 16,"39,62","36,31","39,62","36,31","39,62","36,31","39,62","36,31","39,62","36,31","39,62","36,31","39,62","36,31","39,62","36,31","39,62","36,31","39,62","36,31","34,03","17,93","39,62","36,31"
10-03-2018,16 - 17,"39,62","36,76","39,62","36,76","39,62","36,76","39,62","36,76","39,62","36,76","39,62","36,76","39,62","36,76","39,62","36,76","39,62","36,76","39,62","36,76","36,53","36,4","39,62","36,76"
10-03-2018,17 - 18,"38,67","37,01","38,3","37,01","38,67","37,01","38,67","37,01","38,67","37,01","38,67","37,01","38,67","37,01","38,67","37,01","38,67","37,01","38,67","37,01","38,67","37,01","38,67","37,01"
10-03-2018,18 - 19,"41,3","37,01","41,3","37,01","41,3","37,01","41,3","37,01","41,3","37,01","41,3","37,01","41,3","37,01","41,3","37,01","41,3","37,01","41,3","37,01","41,3","37,01","41,3","37,01"
10-03-2018,19 - 20,42,"41,28",42,"41,28",42,"41,28",42,"41,28",42,"41,28",42,"41,28",42,"41,28",42,"41,28",42,"41,28",42,"41,28",42,"41,28",42,"41,28"
10-03-2018,20 - 21,"39,4","36,4","39,4","36,4","39,4","36,4","39,4","36,4","39,4","36,4","39,4","36,4","39,4","36,4","39,4","36,4","39,4","36,4","39,4","36,4","39,7","36,4","39,4","36,4"
10-03-2018,21 - 22,"36,71","34,5","36,71","34,5","36,71","34,5","36,71","34,5","36,71","34,5","36,71","34,5","36,71","34,5","36,71","34,5","36,71","34,5","36,71","34,5","35,44","34,5","36,71","34,5"
10-03-2018,22 - 23,"36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","34,5","34,5","34,5","34,5"
10-03-2018,23 - 00,"36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","36,06","35,19","35,19","35,19","35,19"
11-03-2018,00 - 01,"36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,38","36,25","32,26","36,25","32,26"
11-03-2018,01 - 02,"36,35","35,94","36,35","35,94","36,35","35,94","36,35","35,94","36,35","35,94","36,35","35,94","36,35","35,94","36,35","35,94","36,35","35,94","36,35","35,94","36,35","27,14","36,35","27,14"
11-03-2018,02 - 03,"36,36","35,76","36,36","35,76","36,36","35,76","36,36","35,76","36,36","35,76","36,36","35,76","36,36","35,76","36,36","35,76","36,36","35,76","36,36","35,76","36,36","25,65","36,36","25,65"
11-03-2018,03 - 04,"36,35","35,78","36,35","35,78","36,35","35,78","36,35","35,78","36,35","35,78","36,35","35,78","36,35","35,78","36,35","35,78","36,35","35,78","36,35","35,78","36,35","26,2","36,35","26,2"
11-03-2018,04 - 05,"36,3","35,69","36,3","35,69","36,3","35,69","36,3","35,69","36,3","35,69","36,3","35,69","36,3","35,69","36,3","35,69","36,3","35,69","36,3","35,69","36,3","25,06","36,3","25,06"
11-03-2018,05 - 06,"36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","35,85","24,92","35,85","24,92"
11-03-2018,06 - 07,"36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","36,33","34,64","25,81","34,64","25,81"
11-03-2018,07 - 08,"36,13","34,4","36,13","34,4","36,13","34,4","36,13","34,4","36,13","34,4","36,13","34,4","36,13","34,4","36,13","34,4","36,13","34,4","36,13","34,4","27,61","27,61","36,13","34,4"
